Index,Median_timeDelay,StandardDev_timeDelay,Skew_timeDelay,kurtosis_timeDelay,StandardDeviation_payDifference,Loan_Ratio,Difference_Applied_Dates,Ratio_Proposal_Lengths,FirstLoan_FirstInstallment_timeDifference,Amount_First_Loan_usd,lender_interest_rate,Days_between_Application_Distribution
4097,0,9.907800067,-1.269219849,1.446716492,0,2.96,144,0.878088962,0,50,0,15
4098,-5,17.73197893,-0.663374115,-0.924629502,0,6.57,98,0.533678756,8,100,0,4
4099,-5,17.73197893,-0.663374115,-0.924629502,0,6.57,98,0.533678756,1,100,0,4
4100,-5,17.65489275,-0.702919429,-0.752079657,0,3.46,63,0.666666667,0,50,5.4,1
4101,-5,17.65489275,-0.702919429,-0.752079657,0,3.46,63,0.666666667,-1,50,5.4,1
4102,-5,17.65489275,-0.702919429,-0.752079657,0,3.46,63,0.666666667,0,50,5.4,1
4103,-5,17.65489275,-0.702919429,-0.752079657,0,3.46,63,0.666666667,-1,50,5.4,1
4104,-1,4.722287581,0.835125325,-0.583894709,0,3,45,1.083969466,-1,50,7.06,6
4105,-1,4.722287581,0.835125325,-0.583894709,0,3,45,1.083969466,-4,50,7.06,6
4106,1,3.361547263,-0.784100195,-0.491542016,0,3,38,0.778538813,4,50,14,2
4107,1,3.361547263,-0.784100195,-0.491542016,0,3,38,0.778538813,0,50,14,2
4108,22,16.31422221,0.337868821,-0.597186675,0,0.986666667,147,0.921686747,0,150,7.25,14
4109,22,16.31422221,0.337868821,-0.597186675,0,0.986666667,147,0.921686747,2,150,7.25,14
4110,-2,4.750797381,-0.550572424,1.344968164,0,1.412,317,0.743161094,-2,250,8.79,14
4111,-2,4.750797381,-0.550572424,1.344968164,0,1.412,317,0.743161094,-9,250,8.79,14
4112,0,5.878372492,0,0,0,0.92,190,4.222972973,16,50,4.9,4
4113,0,5.878372492,0,0,0,0.92,190,4.222972973,200,50,4.9,4
4114,-17,48.63479202,-0.877710846,-0.645859693,0,3.26,193,1.363881402,-1,150,0.7,14
4115,-17,48.63479202,-0.877710846,-0.645859693,0,3.26,193,1.363881402,-1,150,0.7,14
4116,-17,48.63479202,-0.877710846,-0.645859693,0,3.26,193,1.363881402,-1,150,0.7,14
4117,-17,48.63479202,-0.877710846,-0.645859693,0,3.26,193,1.363881402,-1,150,0.7,14
4118,6,11.97298973,0,0,0,0.848,715,0.294736842,7,250,6.64,14
4119,6,11.97298973,0,0,0,0.848,715,0.294736842,0,250,6.64,14
4120,0,2.218800785,2.065267613,4.39058431,0,2.98,112,1.68797954,0,150,5,15
4121,-1,3.265986324,-1.643259603,1.190429688,0,2.993333333,103,1.919075145,-1,150,2.02,47
4122,-1.5,6.784497901,-1.249848037,0.515871755,0,2.953333333,117,0.732426304,-2,150,3.3,2
4123,-1.5,6.784497901,-1.249848037,0.515871755,0,2.953333333,117,0.732426304,-1,150,3.3,2
4124,0,1.697749375,-3.75,12.0625,0,1.933333333,308,0.955974843,0,150,5.02,13
4125,7,5.594640292,0.11262559,-1.40428605,0,1,40,1.328922495,0,50,24.94,0
4126,7,5.594640292,0.11262559,-1.40428605,0,1,40,1.328922495,13,50,24.94,0
4127,5,4.983305463,0.530946408,0.112192244,0,1.72,315,2.074666667,0,150,7.92,13
4128,-7,6.640098575,-0.247451311,-0.922912531,0,3,63,0.488469602,0,150,25,0
4129,16.5,11.69658689,0.108440438,-0.736394284,0.147441956,0.953333333,366,1.482093664,2,150,6.41,10
4130,16.5,11.69658689,0.108440438,-0.736394284,0.147441956,0.953333333,366,1.482093664,0,150,6.41,10
4131,-25,15.60448653,0.064482192,-1.240207405,0,3.48,39,1.425474255,-1,50,0,2
4132,-25,15.60448653,0.064482192,-1.240207405,0,3.48,39,1.425474255,-4,50,0,2
4133,-22.5,21.97708862,0,0,0,7.36,97,0.638888889,3,50,0,3
4134,-22.5,21.97708862,0,0,0,7.36,97,0.638888889,200,50,0,3
4135,14,22.85101306,-0.269437994,-0.382917041,0,1.746666667,508,0.410018553,0,150,1,10
4136,14,22.85101306,-0.269437994,-0.382917041,0,1.746666667,508,0.410018553,-7,150,1,10
4137,1,9.471977087,1.874086458,3.476901377,0,1.573333333,288,0.911699779,0,150,17.66,5
4138,1,9.471977087,1.874086458,3.476901377,0,1.573333333,288,0.911699779,-2,150,17.66,5
4139,0,2.533413077,2.371995823,4.5449807,0,3.113333333,126,1.001529052,1,150,1.63,13
4140,0,2.533413077,2.371995823,4.5449807,0,3.113333333,126,1.001529052,0,150,1.63,13
4141,-23,15.46584326,-0.251353979,-0.804522879,0,9.48,46,0.919475655,-2,50,2.9,1
4142,-23,15.46584326,-0.251353979,-0.804522879,0,9.48,46,0.919475655,-9,50,2.9,1
4143,-4,2.828427125,0,-2,0,1.266666667,36,1.884097035,-6,90,1.3,11
4144,-4,2.828427125,0,-2,0,1.266666667,36,1.884097035,-2,90,1.3,11
4145,0,0.516397779,-0.707106781,-1.5,0,2,76,1.160583942,-1,100,0,9
4146,0,0.516397779,-0.707106781,-1.5,0,2,76,1.160583942,0,100,0,9
4147,-45.5,44.67179495,-0.03817045,-1.225307683,0,2.96,170,2.490566038,0,50,1.6,7
4148,-45.5,44.67179495,-0.03817045,-1.225307683,0,2.96,170,2.490566038,-7,50,1.6,7
4149,-45.5,44.67179495,-0.03817045,-1.225307683,0,2.96,170,2.490566038,0,50,1.6,7
4150,-45.5,44.67179495,-0.03817045,-1.225307683,0,2.96,170,2.490566038,-7,50,1.6,7
4151,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-2,50,7.19,2
4152,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-2,50,7.19,2
4153,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-1,50,7.19,2
4154,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-1,50,7.19,2
4155,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-2,50,7.19,2
4156,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-2,50,7.19,2
4157,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-1,50,7.19,2
4158,-7,18.14354998,-1.211778796,0.27890248,0,1.86,134,3.255555556,-1,50,7.19,2
4159,0,7.816812912,-1.546581678,1.22955021,0,2.816901408,83,1.772399588,0,71,10.72,4
4160,0,3.663425945,-0.398732936,-1.129229167,0,2.093333333,282,1.021052632,0,150,5.11,9
4161,0,3.663425945,-0.398732936,-1.129229167,0,2.093333333,282,1.021052632,-7,150,5.11,9
4162,-20,41.75128682,-0.603307146,-1.060750655,0,1.413333333,103,0.775280899,0,150,0,9
4163,-20,41.75128682,-0.603307146,-1.060750655,0,1.413333333,103,0.775280899,0,150,0,9
4164,-20,41.75128682,-0.603307146,-1.060750655,0,1.413333333,103,0.775280899,0,150,0,9
4165,-20,41.75128682,-0.603307146,-1.060750655,0,1.413333333,103,0.775280899,0,150,0,9
4166,0,4.427188724,0,8.88E-16,0,1.92,65,0.85546875,0,100,0,1
4167,0,0,0,-3,0,1.96,74,0.995555556,0,50,0,7
4168,-3,19.56186767,-1.194034439,0.661485397,0.375533808,3.233333333,83,2.080979284,5,150,0,16
4169,-3,19.56186767,-1.194034439,0.661485397,0.375533808,3.233333333,83,2.080979284,4,150,0,16
4170,0,6.072291764,-0.314385561,-0.629030117,0,3.48,92,2.13015873,-2,50,5.88,8
4171,0,6.072291764,-0.314385561,-0.629030117,0,3.48,92,2.13015873,0,50,5.88,8
4172,-20,10.43764554,0.390024955,-0.822973987,0,3.006666667,52,1.772256729,-1,150,17.17,8
4173,-20,10.43764554,0.390024955,-0.822973987,0,3.006666667,52,1.772256729,-8,150,17.17,8
4174,-1,2.864357773,-1.425741195,0.468090331,0,3.32,94,0.830985915,-9,50,2.76,6
4175,-1,2.864357773,-1.425741195,0.468090331,0,3.32,94,0.830985915,-8,50,2.76,6
4176,0,2.607680962,-1.403514156,0.104022491,0,4.9,39,1.26,0,50,11.02,2
4177,-14,11.11805339,-0.107214617,-1.567679182,0,3,48,1.862778731,-1,50,0.74,6
4178,-14,11.11805339,-0.107214617,-1.567679182,0,3,48,1.862778731,-8,50,0.74,6
4179,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,11,50,0.04,1
4180,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,11,50,0.04,1
4181,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,4,50,0.04,1
4182,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,4,50,0.04,1
4183,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,11,50,0.04,1
4184,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,11,50,0.04,1
4185,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,4,50,0.04,1
4186,-36,48.66824272,-0.465838197,-1.15854478,0,2.64,81,0.782816229,4,50,0.04,1
4187,0,4.654169133,-0.24808565,2.112585098,0,2.02,228,1.414790997,0,150,0,10
4188,-1,4.752866881,-1.271982781,1.830850172,0,3.913333333,112,1.470926059,-2,150,11.95,12
4189,-1,4.752866881,-1.271982781,1.830850172,0,3.913333333,112,1.470926059,0,150,11.95,12
4190,0,4.651059335,-0.894033755,-0.089689353,0,2.535,132,1.202572347,-4,200,0,10
4191,-2,2.701851217,0.897895704,-0.494745731,0,3,36,1.425287356,-1,50,21.7,1
4192,-2,2.701851217,0.897895704,-0.494745731,0,3,36,1.425287356,-2,50,21.7,1
4193,2,4.806512676,1.498834582,1.501057217,0,1.515,105,0.97799511,0,200,0,10
4194,2,4.806512676,1.498834582,1.501057217,0,1.515,105,0.97799511,16,200,0,10
4195,7,8.229202891,0.071466937,-0.925858868,0,1.05,104,0.676240209,0,100,0,5
4196,32,20.14944168,-0.095674132,-1.189965708,0,1,88,0.850943396,8,50,5.4,0
4197,32,20.14944168,-0.095674132,-1.189965708,0,1,88,0.850943396,1,50,5.4,0
4198,0,3.049590136,-1.428626733,0.143773847,0,0.94,43,1.289893617,-1,50,0,13
4199,0,3.049590136,-1.428626733,0.143773847,0,0.94,43,1.289893617,0,50,0,13
4200,-5,12.50777536,-0.710924951,-0.997559067,0,3,47,1.172804533,0,50,23.1,2
4201,-5,12.50777536,-0.710924951,-0.997559067,0,3,47,1.172804533,0,50,23.1,2
4202,6,4.949747468,-0.749002483,-0.648216304,0,2.64,65,1.482435597,1,50,7.2,8
4203,6,4.949747468,-0.749002483,-0.648216304,0,2.64,65,1.482435597,4,50,7.2,8
4204,-18,11.06797181,0,-1.3,0,1,8,0.987804878,-4,50,16.76,0
4205,-18,11.06797181,0,-1.3,0,1,8,0.987804878,-11,50,16.76,0
4206,-2,9.459766355,-0.953566571,1.04819903,0,3.26,205,1.460784314,-2,150,4.85,11
4207,-2,9.459766355,-0.953566571,1.04819903,0,3.26,205,1.460784314,-1,150,4.85,11
4208,0,16.33722014,1.884178454,1.776011972,0,0.986666667,199,0.867977528,0,150,11.74,1
4209,-1,5.115336418,0.189142378,-0.919251897,0,2.98,69,0.834951456,6,50,6.92,12
4210,-1,5.115336418,0.189142378,-0.919251897,0,2.98,69,0.834951456,-1,50,6.92,12
4211,0,3.636055482,1.898113407,7.107998001,0,2.926666667,214,1.245614035,0,150,12.72,16
4212,-2,8.561541917,0,0,0,3.006666667,43,1.922848665,200,150,24.65,1
4213,10,8.411301921,0,0,0,3.46,105,1.432469304,200,50,6.32,2
4214,10,8.411301921,0,0,0,3.46,105,1.432469304,18,50,6.32,2
4215,0,11.66794865,-1.223212543,0.009412937,0,2.953333333,108,1.442528736,-1,150,0,15
4216,0,11.66794865,-1.223212543,0.009412937,0,2.953333333,108,1.442528736,0,150,0,15
4217,0,4.062019202,-1.251095188,-0.114325069,0,3,31,1.293447293,0,50,15.08,0
4218,0,4.062019202,-1.251095188,-0.114325069,0,3,31,1.293447293,1,50,15.08,0
4219,1,3.605551275,0,0,0,2.725,153,0.721538462,0,200,0,9
4220,2,13.54610926,0.723844469,-1.018857997,0,2.96,144,2.092009685,0,50,7.3,2
4221,2,13.54610926,0.723844469,-1.018857997,0,2.96,144,2.092009685,1,50,7.3,2
4222,1,0.975900073,-0.213453742,-0.7325,0,4.72,70,2.179586563,0,150,5,14
4223,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4224,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4225,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4226,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4227,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4228,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4229,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4230,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4231,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4232,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4233,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4234,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4235,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4236,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,1,147,8.7,5
4237,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4238,-92.5,83.97003434,-0.239252795,-1.314954385,0,1,84,1.350140056,-1,147,8.7,5
4239,0,0.894427191,-1.5,0.25,0,2.98,49,0.90839107,0,50,0.5,8
4240,0,0.894427191,-1.5,0.25,0,2.98,49,0.90839107,-2,50,0.5,8
4241,1,2.828427125,1.408201771,0.14453125,0,3.006666667,39,0.905472637,7,150,9.99,0
4242,1,2.828427125,1.408201771,0.14453125,0,3.006666667,39,0.905472637,0,150,9.99,0
4243,0,2.71006355,1.042940547,-0.586435534,0,2,104,3.587646077,0,50,6.82,10
4244,0,1.211060142,-1.425326356,0.396694215,0,1.92,103,3.188854489,0,100,0,15
4245,0,0,0,-3,0,2.984126984,65,0.535258563,0,126,1.84,7
4246,2,3.807886553,0.728963031,-0.66646849,0,2.78,64,1.555331992,-1,50,0,17
4247,2,3.807886553,0.728963031,-0.66646849,0,2.78,64,1.555331992,2,50,0,17
4248,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4249,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4250,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4251,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4252,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4253,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4254,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4255,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4256,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4257,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4258,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4259,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4260,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4261,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,-5,141,22.08,0
4262,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4263,-19.5,52.49810131,-0.59581599,-1.130454804,0,2.957446809,147,1.930232558,4,141,22.08,0
4264,-695,487.5684194,-0.082919555,-1.26679903,0,0.96,201,1,0,200,0,2
4265,-14.5,31.10544829,-0.582754257,-1.112941014,0,2.953333333,134,1.272,0,150,6.28,21
4266,-14.5,31.10544829,-0.582754257,-1.112941014,0,2.953333333,134,1.272,0,150,6.28,21
4267,-14.5,31.10544829,-0.582754257,-1.112941014,0,2.953333333,134,1.272,0,150,6.28,21
4268,-14.5,31.10544829,-0.582754257,-1.112941014,0,2.953333333,134,1.272,0,150,6.28,21
4269,0,3.758324095,-0.103835834,0.937516082,0,3.153333333,67,2.981210856,0,150,3.58,5
4270,5,18.44661968,0,0,0,1,59,0.838998211,200,150,21.87,0
4271,0.5,0.957427108,0.4933822,-1.371900826,0,4.42,32,0.623595506,1,50,10.7,0
4272,0.5,0.957427108,0.4933822,-1.371900826,0,4.42,32,0.623595506,2,50,10.7,0
4273,0,7.370832156,0.407184328,-0.726786574,0,1,124,0.791530945,0,100,0,11
4274,0,7.370832156,0.407184328,-0.726786574,0,1,124,0.791530945,-4,100,0,11
4275,-12,19.38377593,-0.593870811,-1.100812725,0,1.52,103,0.52183908,1,100,0,6
4276,0,5.019960159,0.343621597,-1.153061224,0,2.08,53,1.570247934,0,50,0,2
4277,0,5.019960159,0.343621597,-1.153061224,0,2.08,53,1.570247934,6,50,0,2
4278,0,3.974921383,-0.730595055,-0.338847941,0,3,56,1.087912088,0,50,11.5,1
4279,-1,12.75054178,0,0,0,1.995,129,1.024193548,-2,200,0,10
4280,-1,12.75054178,0,0,0,1.995,129,1.024193548,0,200,0,10
4281,-1,2.948683917,0,0,0,1.515,165,2.212020033,-1,200,0,8
4282,-1,2.948683917,0,0,0,1.515,165,2.212020033,0,200,0,8
4283,1,6.066028626,-1.916670661,2.497656612,0,2.98,102,0.934628975,3,150,3.31,10
4284,1,6.066028626,-1.916670661,2.497656612,0,2.98,102,0.934628975,1,150,3.31,10
4285,-18,21.14813443,-0.473531694,-1.21458436,0,6.76,105,0.551724138,1,50,0,8
4286,-18,21.14813443,-0.473531694,-1.21458436,0,6.76,105,0.551724138,-4,50,0,8
4287,-1,3.013565819,0,0,0,1.01,170,1.186440678,0,200,0,9
4288,-1,3.013565819,0,0,0,1.01,170,1.186440678,-1,200,0,9
4289,-6.5,5.69090183,-0.04308186,-1.053385042,0,2.177304965,298,0.315621679,-1,141,12.61,10
4290,-6.5,5.69090183,-0.04308186,-1.053385042,0,2.177304965,298,0.315621679,-8,141,12.61,10
4291,1,2.96407056,0.620172773,0.082093992,0,3.006666667,60,1.328054299,-1,150,13.62,1
4292,1,2.96407056,0.620172773,0.082093992,0,3.006666667,60,1.328054299,3,150,13.62,1
4293,0,3.5,0,1.5,0,3.306666667,71,1.26746167,0,150,5.8,6
4294,-5,13.8297471,-1.453228003,0.873914769,0,1.88,322,0.548654244,0,150,0.17,3
4295,-5,13.8297471,-1.453228003,0.873914769,0,1.88,322,0.548654244,0,150,0.17,3
4296,-2,4.151541174,-0.665045527,-0.351957725,0,2.353333333,336,0.871504157,0,150,18.1,8
4297,6,6.506407099,0,0,0,1,34,0.66894198,200,50,19.97,0
4298,6,6.506407099,0,0,0,1,34,0.66894198,13,50,19.97,0
4299,0,9.126883367,-0.363173474,-1.371972318,0,3,34,0.94,7,50,1.2,1
4300,0,15.10983596,-1.279096109,1.983175968,0,2.02,212,0.972027972,0,100,0,7
4301,-8,7.596051606,-0.314065255,-1.018945481,0,1,38,0.979739508,-1,50,3.4,15
4302,-8,7.596051606,-0.314065255,-1.018945481,0,1,38,0.979739508,-8,50,3.4,15
4303,0,3.173551413,0.981380132,-0.831904268,0,2.933333333,143,0.825396825,0,150,5,1
4304,11,7.457759839,0,0,0,2.34,95,0.94100295,200,50,0.6,7
4305,11,7.457759839,0,0,0,2.34,95,0.94100295,17,50,0.6,7
4306,11,7.457759839,0,0,0,2.34,95,0.94100295,200,50,0.6,7
4307,11,7.457759839,0,0,0,2.34,95,0.94100295,17,50,0.6,7
4308,0,1.632993162,-1.788854382,1.2,0,2,71,1.424908425,0,10,0,6
4309,0,4.594635126,-1.396202231,0.700993182,0,1.97,183,0.704477612,0,200,0,17
4310,0,4.594635126,-1.396202231,0.700993182,0,1.97,183,0.704477612,-7,200,0,17
4311,1,3.503863051,0.4513201,0.318378853,0,0.986666667,162,1.22840691,0,150,16.2,5
4312,2.5,5.609515725,0.842090562,-0.614801781,0,1,50,0.802631579,0,59,20,0
4313,0,3.080731908,-1.466708581,0.486424891,0,15.02,120,1.23943662,0,50,0,0
4314,-15.5,19.79822459,-0.457289412,-1.231766671,0,5.24,108,1.700421941,1,50,0,4
4315,0,1.23091491,1.889389319,2.5392,0,2,107,3.4,0,200,0,9
4316,0,8.566482089,-2.215806081,4.116085202,0,1.933333333,245,1.071991001,0,150,0.1,12
4317,0,8.566482089,-2.215806081,4.116085202,0,1.933333333,245,1.071991001,0,150,0.1,12
4318,0,8.566482089,-2.215806081,4.116085202,0,1.933333333,245,1.071991001,0,150,0.1,12
4319,0,8.566482089,-2.215806081,4.116085202,0,1.933333333,245,1.071991001,0,150,0.1,12
4320,-2,2.607680962,-1.05547291,-0.15549308,0,3.006666667,33,0.646449704,-2,150,15.51,1
4321,-119,88.13228693,-0.096637507,-1.287961366,0,1,71,0.924637681,0,150,0.4,9
4322,-119,88.13228693,-0.096637507,-1.287961366,0,1,71,0.924637681,0,150,0.4,9
4323,-119,88.13228693,-0.096637507,-1.287961366,0,1,71,0.924637681,0,150,0.4,9
4324,-119,88.13228693,-0.096637507,-1.287961366,0,1,71,0.924637681,0,150,0.4,9
4325,-21.5,21.27525238,-0.34324673,-1.289464193,0,3.64,101,0.931972789,1,50,0,9
4326,-21.5,21.27525238,-0.34324673,-1.289464193,0,3.64,101,0.931972789,-4,50,0,9
4327,0,15.83644857,-1.104908029,-0.185109571,0,2.953333333,177,0.708835341,0,150,0.4,15
4328,0,15.83644857,-1.104908029,-0.185109571,0,2.953333333,177,0.708835341,0,150,0.4,15
4329,0,15.83644857,-1.104908029,-0.185109571,0,2.953333333,177,0.708835341,0,150,0.4,15
4330,0,15.83644857,-1.104908029,-0.185109571,0,2.953333333,177,0.708835341,0,150,0.4,15
4331,0,0,0,-3,0,3.92,63,1.228571429,0,150,0.26,12
4332,-7,7.934253648,-0.548126337,-0.705164664,0,2.7,62,1.236397749,0,50,21.98,6
4333,-7,7.934253648,-0.548126337,-0.705164664,0,2.7,62,1.236397749,-7,50,21.98,6
4334,3,14.30257447,1.125387723,0.018384718,0,0.983050847,137,0.770226537,-2,59,4,18
4335,3,14.30257447,1.125387723,0.018384718,0,0.983050847,137,0.770226537,3,59,4,18
4336,-7,4.444097209,0.28196967,-0.703973722,0,2.993333333,59,0.87609075,0,150,22.09,1
4337,-1,5.99851172,-0.968813621,-0.428730428,0,2.686666667,70,1.042154567,0,150,0,9
4338,-1,0,0,-3,0,2.993333333,64,0.622036262,-1,150,17.64,11
4339,21.5,13.32492294,-0.030022325,-1.790925139,0,1,103,2.314121037,7,50,5.8,8
4340,21.5,13.32492294,-0.030022325,-1.790925139,0,1,103,2.314121037,5,50,5.8,8
4341,-11.5,20.86389699,-0.523838076,-1.124715078,0,3.153333333,63,1.041131105,-2,150,21.15,14
4342,-11.5,20.86389699,-0.523838076,-1.124715078,0,3.153333333,63,1.041131105,1,150,21.15,14
4343,0.5,6.950373537,0.355201793,-1.066331291,0,1.906666667,357,0.517094017,1,150,2.6,5
4344,0.5,6.950373537,0.355201793,-1.066331291,0,1.906666667,357,0.517094017,0,150,2.6,5
4345,0.5,6.950373537,0.355201793,-1.066331291,0,1.906666667,357,0.517094017,1,150,2.6,5
4346,0.5,6.950373537,0.355201793,-1.066331291,0,1.906666667,357,0.517094017,0,150,2.6,5
4347,-5,8.398081792,-0.866481809,-0.241894426,0,3.46,59,1.225626741,-5,50,0,13
4348,0,2.507132682,-1.872948937,1.803891185,0,2.993333333,66,0.715294118,0,150,9.88,13
4349,-21.5,19.25113141,-0.407950415,-1.130915694,0,3.12,100,0.605714286,-11,50,0,8
4350,-21.5,19.25113141,-0.407950415,-1.130915694,0,3.12,100,0.605714286,-18,50,0,8
4351,-5.5,21.17223976,-0.299663641,-1.30423328,0,1,66,1.071246819,4,150,3.5,1
4352,-5.5,21.17223976,-0.299663641,-1.30423328,0,1,66,1.071246819,14,150,3.5,1
4353,6,5.525194818,0.791084069,0.211235543,0,1,77,1.617977528,0,50,0.9,7
4354,6,5.525194818,0.791084069,0.211235543,0,1,77,1.617977528,6,50,0.9,7
4355,1,6.8556546,-1.094239189,0.14047646,0,3,63,3.553571429,1,50,2.9,7
4356,-0.5,22.71726271,0,0,0,0.9,282,2.019836639,4,50,8.7,3
4357,-0.5,22.71726271,0,0,0,0.9,282,2.019836639,11,50,8.7,3
4358,-7,27.24907022,0,0,0,1.42,285,2.67940552,0,50,0.6,3
4359,-17,18.49023766,-0.567311316,-0.44039404,0.374634325,3.16,92,1.312342569,0,150,3.83,15
4360,-17,18.49023766,-0.567311316,-0.44039404,0.374634325,3.16,92,1.312342569,-7,150,3.83,15
4361,0,2.161649202,-2.738650185,5.776839922,0,2.02,85,0.811819596,0,100,0,8
4362,0,2.42604911,-1.933640111,2.046823452,0,0.986666667,133,0.974905897,-2,150,1.73,22
4363,0,2.42604911,-1.933640111,2.046823452,0,0.986666667,133,0.974905897,-1,150,1.73,22
4364,0,7.202622979,-0.879820798,-0.757376077,0,2.993333333,57,0.657032755,0,150,14.07,1
4365,-4,8.688799577,0,0,0,1.525,143,0.579725449,-10,200,0,10
4366,-4,8.688799577,0,0,0,1.525,143,0.579725449,-17,200,0,10
4367,0,0,0,-3,0,1,68,1.108597285,0,50,0,7
4368,0,0,0,-3,0,1,23,0.31018078,0,50,4.67,3
4369,-1,7.146094504,-0.357549877,-0.636284929,0,3,40,1.342135476,7,141,4.65,4
4370,-1,7.146094504,-0.357549877,-0.636284929,0,3,40,1.342135476,0,141,4.65,4
4371,-1,7.146094504,-0.357549877,-0.636284929,0,3,40,1.342135476,7,141,4.65,4
4372,-1,7.146094504,-0.357549877,-0.636284929,0,3,40,1.342135476,0,141,4.65,4
4373,3,20.83952289,2.170855445,2.889103186,0,2.272727273,135,0.483994878,4,22,7.94,5
4374,3,20.83952289,2.170855445,2.889103186,0,2.272727273,135,0.483994878,-1,22,7.94,5
4375,0,0.490132518,1.877227004,8.196103569,0,1.615,220,1.440944882,0,200,0,8
4376,4,5.395471352,0.831748755,-0.215265537,0,2.96,73,1.3378119,0,50,1,5
4377,4,5.395471352,0.831748755,-0.215265537,0,2.96,73,1.3378119,4,50,1,5
4378,4,5.395471352,0.831748755,-0.215265537,0,2.96,73,1.3378119,0,50,1,5
4379,4,5.395471352,0.831748755,-0.215265537,0,2.96,73,1.3378119,4,50,1,5
4380,0,2.734262328,1.957191891,2.004320662,0,1.16,137,8.729230769,0,150,12.07,20
4381,0,2.734262328,1.957191891,2.004320662,0,1.16,137,8.729230769,7,150,12.07,20
4382,-10,37.96159544,-1.332790995,0.533112113,0,1.89,256,0.96350365,0,100,0.85,6
4383,1.5,13.1190659,0.270749201,-0.294927313,0,0.953333333,294,0.380387931,0,150,20.69,1
4384,-3,3.48010217,0.040626865,-1.622296103,0,2.953333333,154,0.7804266,0,150,24.93,0
